City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,ko pha ngan,9.7578,100.0291,77.7,79,100,20.87,TH,1692033973
287,margate,51.3813,1.3862,70.7,71,45,8.01,GB,1692033687
288,long beach,33.767,-118.1892,82.94,81,0,8.99,US,1692033796
289,yazihan,38.5947,38.18,86.27,16,0,4.61,TR,1692033974
290,mount isa,-20.7333,139.5,51.57,71,7,3.44,AU,1692033689
291,bardai,11.65,7.2333,75.58,77,97,5.55,NG,1692033974
292,escanaba,45.7453,-87.0646,71.96,60,0,4.61,US,1692033974
293,jeddah,21.5169,39.2192,93.06,62,40,5.75,SA,1692033975
294,hammerfest,70.6634,23.6821,63.05,77,75,5.75,NO,1692033975
295,port macquarie,-31.4333,152.9167,55.89,88,84,11.25,AU,1692033975
296,shagonar,51.5333,92.8,51.6,77,86,2.28,RU,1692033975
297,alibag,18.6411,72.8792,84.27,80,94,12.33,IN,1692033975
298,khovd,48.0056,91.6419,64.65,22,100,5.41,MN,1692033975
299,namie,37.4833,141.0,79.72,93,11,2.98,JP,1692033976
300,sirte,31.2089,16.5887,81.1,55,0,13.33,LY,1692033976
301,la sarre,48.8002,-79.1996,68.95,48,9,6.71,CA,1692033976
302,lazaro cardenas,17.9583,-102.2,88.5,63,54,3.74,MX,1692033976
303,glogow,51.6636,16.0845,79.45,61,55,10.13,PL,1692033976
304,mendoza,-32.8908,-68.8272,69.33,21,0,5.75,AR,1692033976
305,sao vicente,-23.9631,-46.3919,70.27,59,100,5.75,BR,1692033977
306,saraburi,14.6084,100.9682,85.12,79,95,5.64,TH,1692033977
307,arraial do cabo,-22.9661,-42.0278,67.96,88,100,11.5,BR,1692033977
308,tommot,58.9564,126.2925,60.44,98,99,3.74,RU,1692033977
309,vung tau,10.346,107.0843,81.19,84,32,12.82,VN,1692033978
310,al fqih ben calah,32.5009,-6.6906,102.92,25,40,13.42,MA,1692033978
311,hami,42.8,93.45,83.3,17,63,15.32,CN,1692033978
312,hadibu,12.65,54.0333,79.66,76,62,15.39,YE,1692033978
313,yenangyaung,20.4667,94.8833,81.7,76,91,10.0,MM,1692033978
314,holualoa,19.6228,-155.9522,76.87,69,20,5.01,US,1692033717
315,maloye ganyushkino,46.6,49.2667,79.93,67,0,12.1,KZ,1692033979
316,sinabang,2.4803,96.3801,77.18,83,97,2.98,ID,1692033979
317,cheremukhovo,60.3484,59.9851,70.5,63,88,1.39,RU,1692033979
318,tsiombe,-25.3,45.4833,72.01,79,39,2.21,MG,1692033980
319,namtsy,62.7161,129.6658,58.78,97,100,8.08,RU,1692033980
320,bikenibeu village,1.3673,173.1241,78.76,94,75,0.0,KI,1692033980
321,new norfolk,-42.7826,147.0587,38.71,91,70,2.55,AU,1692033980
322,flin flon,54.7682,-101.865,73.24,64,40,10.36,CA,1692033980
323,durazno,-33.4131,-56.5006,66.72,38,46,14.0,UY,1692033981
324,veraval,20.9,70.3667,79.34,87,100,16.53,IN,1692033981
325,cooper's town,26.8667,-77.5167,85.37,72,21,9.78,BS,1692033981
326,musan-up,42.2261,129.2078,64.99,99,97,1.3,KP,1692033981
327,churu,28.3,74.95,91.17,47,99,12.93,IN,1692033982
328,nyurba,63.2842,118.3319,58.48,81,100,3.85,RU,1692033982
329,timimoun,29.2639,0.231,107.98,9,0,13.8,DZ,1692033982
330,swift current,50.2834,-107.8014,83.21,26,0,10.36,CA,1692033767
331,vico del gargano,41.8983,15.9576,78.26,59,6,2.73,IT,1692033982
332,geraldton,-28.7667,114.6,46.81,93,1,9.22,AU,1692033982
333,mana,5.6592,-53.7767,81.55,74,31,6.42,GF,1692033983
334,nagqu,31.5,92.0,47.16,78,100,2.01,CN,1692033730
335,ad dabbah,18.05,30.95,104.0,11,76,15.26,SD,1692033983
336,lagoa,39.05,-27.9833,74.08,79,15,10.36,PT,1692033984
337,tamiahua,21.2667,-97.45,88.0,61,32,7.54,MX,1692033984
338,tamanrasset,22.785,5.5228,93.11,13,40,2.3,DZ,1692033984
339,huayin,34.5675,110.0921,78.8,65,68,9.93,CN,1692033984
340,campbell river,50.0163,-125.2446,77.38,53,0,10.36,CA,1692033985
341,enewetak,11.3474,162.3373,83.75,78,98,16.2,MH,1692033985
342,piacabucu,-10.4056,-36.4344,79.27,63,23,13.38,BR,1692033985
343,wuyang,31.9925,116.2472,76.77,90,9,1.45,CN,1692033986
344,camalu,30.85,-116.0667,74.41,66,35,8.5,MX,1692033986
345,calama,-22.4667,-68.9333,75.45,5,0,10.51,CL,1692033898
346,sirsilla,18.3833,78.8333,77.7,76,93,3.27,IN,1692033986
347,hastings,50.8552,0.5729,69.55,31,31,12.41,GB,1692033986
348,meridian,43.6121,-116.3915,86.47,30,0,11.99,US,1692033796
349,junagarh,19.8667,82.9333,77.97,85,100,4.54,IN,1692033986
350,la'ie,21.6477,-157.9253,80.56,74,16,12.03,US,1692033987
351,kencong,-8.2833,113.3667,72.12,93,82,1.16,ID,1692033987
352,naigarhi,24.7833,81.7833,83.43,64,59,5.66,IN,1692033987
353,yuzhno-kurilsk,44.0306,145.8556,57.67,90,100,11.54,RU,1692033987
354,zaysan,47.4667,84.8667,52.18,62,7,5.19,KZ,1692033988
355,ustka,54.5805,16.8619,74.64,72,100,5.99,PL,1692033988
356,uttarkashi,30.7333,78.45,72.27,97,100,0.76,IN,1692033988
357,serhetabat,35.2799,62.3438,75.11,11,0,16.17,TM,1692033988
358,xinyuan,37.3,99.0,44.8,87,90,3.15,CN,1692033988
359,dryden,49.7833,-92.7503,71.89,43,0,5.75,CA,1692033839
360,zhengzhou,34.7578,113.6486,77.49,69,0,3.06,CN,1692033849
361,nouadhibou,20.931,-17.0347,78.78,78,37,17.27,MR,1692033989
362,bay saint louis,30.3088,-89.33,97.16,57,40,9.22,US,1692033989
363,farafangana,-22.8167,47.8333,71.94,91,99,12.93,MG,1692033989
364,saldanha,-33.0117,17.9442,50.05,69,92,7.96,ZA,1692033990
365,genhe,50.7833,121.5167,64.99,77,99,1.61,CN,1692033990
366,parun,35.4207,70.9221,59.76,52,37,5.95,AF,1692033990
367,greeneville,36.1632,-82.831,77.32,100,100,0.0,US,1692033990
368,kampene,-3.6,26.6667,78.89,59,89,3.04,CD,1692033990
369,kidal,18.4411,1.4078,97.02,28,49,10.16,ML,1692033991
370,puerto baquerizo moreno,-0.9,-89.6,79.79,74,75,12.66,EC,1692033991
371,tengrela,10.4869,-6.4097,82.99,71,100,1.86,CI,1692033991
372,suixi,33.8907,116.7747,74.41,94,22,4.36,CN,1692033992
373,gursarai,25.6148,79.1788,85.98,62,71,3.78,IN,1692033992
374,dzuunharaa,48.8523,106.4579,59.47,91,25,2.46,MN,1692033992
375,edgewater,28.9889,-80.9023,97.09,66,40,11.5,US,1692033745
376,abeche,13.8292,20.8324,79.63,64,99,3.22,TD,1692033992
377,maymana,35.9214,64.7836,73.22,15,0,2.33,AF,1692033992
378,iskushuban,10.2837,50.23,94.59,24,2,19.93,SO,1692033992
379,hengchun,22.0042,120.7439,82.89,87,15,17.09,TW,1692033993
380,laibin,23.7,109.2667,81.01,85,91,3.09,CN,1692033993
381,yeppoon,-23.1333,150.7333,49.78,69,1,5.01,AU,1692033993
382,rundu,-17.9333,19.7667,72.25,19,0,1.14,NA,1692033993
383,i-n-salah,27.1935,2.4607,106.74,8,0,11.95,DZ,1692033994
384,coahuayana de hidalgo,18.7,-103.6583,92.82,55,11,2.95,MX,1692033993
385,kish,26.5578,54.0194,93.47,75,0,4.61,IR,1692033994
386,north bondi,-33.8824,151.2769,49.87,89,77,6.91,AU,1692033994
387,manggar,-2.8833,108.2667,80.89,76,96,11.63,ID,1692033994
388,phuntsholing,26.8516,89.3884,78.69,91,100,3.04,BT,1692033994
389,kayangel,8.0823,134.7173,82.62,77,100,14.23,PW,1692033995
390,ust-tsilma,65.441,52.1498,69.13,87,78,4.72,RU,1692033995
391,tolanaro,-25.0319,46.9987,71.67,94,75,24.16,MG,1692033995
392,saint-philippe,-21.3585,55.7679,72.99,85,43,15.03,RE,1692033995
393,otjimbingwe,-22.35,16.1333,69.01,25,14,9.53,NA,1692033995
394,mersa matruh,31.3525,27.2453,82.6,65,20,9.22,EG,1692033996
395,darhan,49.4867,105.9228,61.63,82,12,1.81,MN,1692033996
396,belmonte,-15.8631,-38.8828,77.38,65,99,11.1,BR,1692033996
397,abu,24.6,72.7,69.13,81,100,5.46,IN,1692033996
398,codrington,-38.2667,141.9667,39.97,90,5,5.39,AU,1692033996
399,torrington,41.8007,-73.1212,82.85,68,73,1.99,US,1692033996
400,waingapu,-9.6567,120.2641,74.77,84,97,9.71,ID,1692033996
401,christchurch,-43.5333,172.6333,43.41,73,34,3.44,NZ,1692033997
402,nantucket,41.2835,-70.0995,82.15,69,0,12.66,US,1692033997
403,aldama,22.9167,-98.0667,93.49,45,62,7.4,MX,1692033997
404,hualien city,23.9769,121.6044,82.71,76,99,4.47,TW,1692033997
405,abong mbang,3.9833,13.1833,71.74,94,76,0.65,CM,1692033997
406,newman,37.3138,-121.0208,92.23,56,89,4.0,US,1692033774
407,amasra,41.7463,32.3863,80.13,82,37,10.78,TR,1692034002
408,barrouallie,13.2333,-61.2667,85.62,79,40,12.66,VC,1692034003
409,vikulovo,56.8167,70.6107,55.0,76,56,6.91,RU,1692034003
410,ushtobe,45.2514,77.9838,62.04,39,49,7.38,KZ,1692034003
411,pisco,-13.7,-76.2167,70.02,73,0,8.05,PE,1692034003
412,sitka,57.0531,-135.33,57.09,82,75,0.0,US,1692034003
413,kurumkan,54.3,110.3,63.5,77,90,2.62,RU,1692034004
414,fort mcmurray,56.7268,-111.381,72.99,53,0,11.5,CA,1692034004
415,cape coast,5.1053,-1.2466,76.78,82,98,16.15,GH,1692034004
416,sierakowice,54.3461,17.8925,73.18,62,89,4.65,PL,1692034004
417,kill devil hills,36.0307,-75.676,93.22,58,0,9.22,US,1692034004
418,sejong,36.4817,127.2871,77.43,95,4,2.08,KR,1692034004
419,farkhar,36.5729,69.8578,66.67,34,0,1.07,AF,1692034004
420,port saint john's,-31.6229,29.5448,63.99,83,100,11.27,ZA,1692034004
421,moyale,3.5167,39.0584,75.52,40,9,9.37,KE,1692034004
422,ekibastuz,51.6667,75.3667,60.1,48,100,4.7,KZ,1692034005
423,toliara,-23.35,43.6667,69.94,85,15,6.15,MG,1692034005
424,mangaratiba,-22.9597,-44.0406,67.06,91,100,6.46,BR,1692034005
425,vila velha,-20.3297,-40.2925,75.15,78,75,9.22,BR,1692033768
426,thief river falls,48.1191,-96.1812,72.55,53,0,3.44,US,1692034005
427,sechura,-5.5569,-80.8222,79.99,61,100,10.07,PE,1692034005
428,vadso,70.0744,29.7487,67.08,77,0,8.05,NO,1692034005
429,icano,-28.9193,-65.3282,81.68,18,6,7.34,AR,1692034006
430,san patricio,28.017,-97.5169,98.08,46,87,8.43,US,1692034006
431,abu qurqas,27.9312,30.8384,94.42,20,0,11.3,EG,1692034006
432,oppdal,62.5943,9.6912,59.14,76,75,6.31,NO,1692034006
433,nuuk,64.1835,-51.7216,56.01,67,0,10.36,GL,1692034006
434,abu zabad,12.35,29.25,86.11,55,60,1.34,SD,1692034006
435,malemort-sur-correze,45.1701,1.5619,86.38,56,77,5.21,FR,1692034006
436,mahina,-17.5065,-149.489,73.17,78,20,3.44,PF,1692034006
437,suva,-18.1416,178.4415,72.88,94,75,5.75,FJ,1692034006
438,robinson,31.4677,-97.1147,99.19,40,0,5.75,US,1692034007
439,madagali,10.8902,13.6312,74.95,85,100,1.99,NG,1692034007
440,sisimiut,66.9395,-53.6735,47.48,79,28,6.17,GL,1692034007
441,rehoboth,-23.3167,17.0833,62.82,21,6,11.1,NA,1692034007
442,ban na san,8.8004,99.3637,80.04,85,97,6.4,TH,1692034007
443,zhanaozen,43.3,52.8,84.42,16,0,10.27,KZ,1692034007
444,cockburn town,21.4612,-71.1419,84.06,80,44,19.1,TC,1692034007
445,saint-joseph,-21.3667,55.6167,71.98,84,21,11.9,RE,1692034007
446,viedma,-40.8135,-62.9967,69.8,31,48,11.65,AR,1692033719
447,smithers,54.7804,-127.1743,62.92,77,75,2.3,CA,1692034008
448,khromtau,50.2503,58.4347,75.31,20,49,6.78,KZ,1692034008
449,nizhneudinsk,54.9076,99.0276,59.72,91,97,3.69,RU,1692034008
450,nelson,-41.2833,173.2833,37.29,84,6,1.01,NZ,1692034008
451,motueka,-41.1333,173.0167,38.1,86,7,3.49,NZ,1692034008
452,mandan,46.8267,-100.8896,73.36,67,40,5.75,US,1692033912
453,tosontsengel,48.7567,98.2839,54.5,61,12,2.98,MN,1692034008
454,kachug,53.9606,105.8817,61.92,72,91,2.91,RU,1692034009
455,maasim,5.8575,125.0061,79.83,81,100,2.17,PH,1692034009
456,kargasok,59.0556,80.8572,55.35,90,97,3.74,RU,1692034009
457,vallenar,-28.5708,-70.7581,76.69,36,0,5.39,CL,1692034009
458,san pedro pochutla,15.7333,-96.4667,89.31,74,100,1.25,MX,1692034009
459,sao miguel do guama,-1.6267,-47.4833,95.5,36,13,5.68,BR,1692034009
460,minas de marcona,-15.2119,-75.1103,68.52,54,2,6.98,PE,1692034009
461,ulsteinvik,62.3432,5.8487,64.9,91,70,5.99,NO,1692034009
462,labrador city,52.9463,-66.9114,62.51,59,100,10.36,CA,1692034010
463,kodinsk,58.6881,99.1844,62.64,99,100,3.4,RU,1692034010
464,nova olinda do norte,-3.8881,-59.0942,102.83,26,1,2.51,BR,1692034010
465,reggane,26.7158,0.1714,109.92,8,1,15.17,DZ,1692034010
466,kichmengskiy gorodok,59.9816,45.7854,64.56,94,100,3.96,RU,1692034010
467,greymouth,-42.4667,171.2,44.4,84,97,2.48,NZ,1692034010
468,vilyuysk,63.7553,121.6247,59.18,81,100,12.71,RU,1692034010
469,limassol,34.675,33.0333,84.27,84,0,16.11,CY,1692034011
470,macka,40.8186,39.6136,78.15,77,3,4.16,TR,1692034011
471,yantarnyy,54.8717,19.9381,69.66,70,59,15.97,RU,1692034011
472,kirchlinteln,52.95,9.3167,81.9,69,76,3.6,DE,1692034011
473,vilyuchinsk,52.9306,158.4028,52.07,84,18,7.45,RU,1692034011
474,burdur,37.7203,30.2908,88.5,23,20,8.05,TR,1692034011
475,priozersk,61.0393,30.1291,70.95,93,99,6.55,RU,1692034011
476,severnoye,56.3491,78.3619,50.45,99,100,4.18,RU,1692034012
477,prince george,53.9166,-122.753,74.25,57,75,6.91,CA,1692034012
478,villa berthet,-27.2917,-60.4126,80.94,15,0,6.49,AR,1692034012
479,forster,-32.1667,152.5167,48.29,100,83,9.19,AU,1692034012
480,floro,61.5996,5.0328,64.47,82,75,8.05,NO,1692034012
481,hoeyang,38.7103,127.5983,70.21,99,84,4.47,KP,1692034012
482,darwin,-12.4611,130.8418,73.38,84,100,5.75,AU,1692033977
483,sao francisco,-15.9486,-44.8644,89.22,23,93,9.42,BR,1692034012
484,gorgan,36.8387,54.4348,84.16,58,20,6.91,IR,1692034012
485,athens,37.9795,23.7162,83.8,58,20,10.36,GR,1692033910
486,mount pearl,47.5166,-52.7813,72.32,77,75,4.61,CA,1692034013
487,pontes e lacerda,-15.2261,-59.3353,90.34,29,100,6.04,BR,1692034013
488,protaras,35.0125,34.0583,89.98,86,7,1.99,CY,1692034013
489,port-vila,-17.7338,168.3219,69.4,94,40,4.61,VU,1692034013
490,zmeinogorsk,51.1567,82.195,47.84,85,77,5.93,RU,1692034013
491,buka,40.8108,69.1986,67.46,21,0,9.06,UZ,1692034013
492,enriquillo,17.9,-71.2333,94.68,63,62,14.79,DO,1692034014
493,merida,20.9667,-89.6167,96.03,58,20,16.11,MX,1692033763
494,ivdel',60.6911,60.4206,69.57,62,76,1.07,RU,1692034014
495,balqash,46.8481,74.995,65.19,43,79,9.62,KZ,1692034014
496,tuy hoa,13.0833,109.3,80.47,82,89,5.55,VN,1692034014
497,shache,38.4167,77.2406,88.72,18,100,5.08,CN,1692034014
498,greenville,35.6127,-77.3663,97.12,56,40,10.36,US,1692033753
499,ilam,26.9167,87.9167,71.49,93,99,1.72,NP,1692034014
500,mudgee,-32.5943,149.5871,43.79,96,79,2.62,AU,1692034015
501,rudnya,54.947,31.0934,67.69,81,61,3.49,RU,1692033718
502,pangody,65.85,74.4859,59.59,59,34,2.37,RU,1692034015
503,ozalp,38.6548,43.993,71.08,21,0,7.16,TR,1692033988
504,midvagur,62.0511,-7.1939,56.23,82,100,9.22,FO,1692034015
505,taroa,8.7058,171.2275,82.58,82,84,19.77,MH,1692034015
506,gadzhiyevo,69.2551,33.3362,60.94,94,88,7.11,RU,1692034015
507,kristiansund,63.1115,7.732,68.05,82,40,2.3,NO,1692034016
508,namdrik,5.5994,168.1028,82.69,79,100,12.06,MH,1692034016
509,kirakira,-10.4544,161.9205,77.31,89,59,9.28,SB,1692033924
510,roma,43.2128,-75.4557,78.73,65,75,3.44,US,1692034016
511,palmas,-10.2128,-48.3603,94.87,23,0,8.05,BR,1692034016
512,lu-uk,5.9684,121.3122,78.84,84,100,3.56,PH,1692034016
513,xishan,27.6667,113.5,77.4,90,2,1.63,CN,1692034016
514,skidel',53.5904,24.2478,75.94,56,21,3.94,BY,1692034017
515,neelankarai,12.9455,80.2575,82.04,83,75,11.5,IN,1692034017
516,pauini,-7.7136,-66.9764,85.84,50,91,5.1,BR,1692034017
517,arno,60.1167,18.6333,65.79,60,97,8.59,SE,1692034017
518,villanueva,15.3167,-88.0,90.59,52,40,3.44,HN,1692034017
519,howard springs,-12.497,131.047,73.31,87,13,2.28,AU,1692034017
520,nishinoomote,30.7333,131.0,81.37,86,74,20.42,JP,1692034017
521,praia,14.9215,-23.5087,84.74,79,20,11.5,CV,1692033764
522,urzhar,47.093,81.6294,55.89,45,1,4.38,KZ,1692034017
523,khash,28.2211,61.2158,77.88,11,13,13.33,IR,1692034018
524,mpraeso,6.5932,-0.7346,74.48,89,94,3.89,GH,1692034018
525,kikwit,-5.041,18.8162,90.66,23,19,2.42,CD,1692034018
526,goulburn,-34.75,149.7167,41.79,99,98,1.99,AU,1692034018
527,remire-montjoly,4.9167,-52.2667,89.64,70,40,11.5,GF,1692034018
528,antalaha,-14.9003,50.2788,71.85,91,31,6.62,MG,1692034018
529,yulinshi,38.2906,109.7494,78.6,47,95,7.14,CN,1692034018
530,manokwari,-0.8667,134.0833,77.7,83,76,3.27,ID,1692034018
531,huarmey,-10.0681,-78.1522,73.26,69,44,10.42,PE,1692034019
532,nova vicosa,-17.8919,-39.3719,77.47,63,32,8.16,BR,1692033831
533,lander,42.833,-108.7307,72.1,39,0,3.44,US,1692034019
534,pindushi,62.9152,34.58,66.47,92,24,5.14,RU,1692034019
535,rambouillet,48.5833,1.9167,75.99,41,55,9.08,FR,1692034019
536,shiguai,40.7058,110.2856,75.25,44,50,4.03,CN,1692034019
537,ialibu,-6.2821,143.9935,54.0,96,86,1.79,PG,1692034019
538,balikpapan,-1.2675,116.8289,81.59,78,20,4.61,ID,1692034014
539,orneta,54.1148,20.1333,79.16,46,81,6.76,PL,1692034020
540,dauphin,51.1494,-100.0502,75.34,57,0,9.22,CA,1692034020
541,iguape,-24.7081,-47.5553,65.35,79,100,3.8,BR,1692034020
542,mata-utu,-13.2816,-176.1745,81.75,80,57,16.75,WF,1692034020
543,shubarshi,48.5872,57.1869,82.29,22,89,7.85,KZ,1692034020
544,viqueque,-8.8673,126.3658,73.67,88,43,3.85,TL,1692034020
545,melfort,52.8667,-104.6177,80.73,41,0,11.5,CA,1692034020
546,buala,-8.145,159.5921,78.08,87,23,6.44,SB,1692033731
547,juliaca,-15.5,-70.1333,51.78,35,40,8.32,PE,1692033781
548,benoy-yurt,43.69,45.05,88.99,49,81,8.95,RU,1692034021
549,georgiyevka,43.0369,74.7114,62.64,42,40,4.47,KZ,1692034021
550,mugia,43.1041,-9.2179,74.91,86,31,6.78,ES,1692034021
551,savanna-la-mar,18.219,-78.1332,87.75,56,36,6.17,JM,1692034021
552,rampur,28.8167,79.0333,75.4,85,100,1.1,IN,1692034022
553,oxie,55.5333,13.1,74.48,65,0,6.91,SE,1692034022
554,mercedes,-34.6515,-59.4307,74.03,35,24,14.94,AR,1692034022
555,koundara,12.4833,-13.3,82.76,82,100,0.74,GN,1692034022
556,hilo,19.7297,-155.09,77.61,82,0,8.05,US,1692034000
557,tukrah,32.5341,20.5791,79.77,61,0,10.36,LY,1692034022
558,birjand,32.8663,59.2211,70.27,13,0,9.22,IR,1692034022
559,lae,-6.7221,146.9847,73.09,85,77,3.69,PG,1692034023
560,charters towers,-20.1,146.2667,55.72,84,34,6.53,AU,1692034023
561,lucas,41.6501,-83.6666,76.96,76,75,11.5,US,1692034023
562,selfoss,63.9331,-20.9971,63.05,59,70,11.99,IS,1692034024
563,sola,-13.8833,167.55,76.73,87,79,19.04,VU,1692034024
564,veseloyarsk,51.2836,81.1056,53.1,85,100,3.38,RU,1692034024
565,mitu,1.1983,-70.1733,84.04,69,39,2.35,CO,1692034024
566,ishigaki,24.3448,124.1572,80.73,100,52,3.44,JP,1692034024
567,wotho,10.1657,166.0102,83.17,74,80,13.69,MH,1692034025
568,basse santa su,13.31,-14.2137,86.41,73,100,1.28,GM,1692034025
569,yreka,41.7354,-122.6345,89.47,27,0,0.0,US,1692034025
570,kijang,35.2442,129.2139,78.53,86,50,9.86,KR,1692034025
571,sao luis,-2.5297,-44.3028,89.8,55,40,4.61,BR,1692034025
572,lata,40.1629,-8.3327,73.08,40,28,11.14,PT,1692034025
573,fisterra,42.9049,-9.2629,74.75,88,49,5.75,ES,1692034026
574,shiqian,27.5225,108.2281,72.5,96,3,2.28,CN,1692034026
575,havre,49.5833,0.3333,76.33,60,0,5.75,FR,1692034026
576,altinyayla,39.2725,36.751,82.99,21,29,11.03,TR,1692034026
